#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_930991_1:003e9d|NODE_859_length_15811_cov_67.394560:11233-15273  -            492 179362at2759         -            938   3.4e-83  275.0  44.3   1   2   6.6e-81   6.7e-81  267.4  12.3     1   274     7   304     7   313 0.82 -
179362at2759_930991_1:003e9d|NODE_859_length_15811_cov_67.394560:11233-15273  -            492 179362at2759         -            938   3.4e-83  275.0  44.3   2   2    0.0014    0.0014   11.5  28.1   489   678   304   488   297   492 0.78 -
179362at2759_269621_1:0001b4|NODE_859_length_15811_cov_67.394560:11233-12698  -            323 179362at2759         -            938   3.9e-83  274.8  13.6   1   1   4.4e-83   4.5e-83  274.6  13.6     1   296     7   322     7   323 0.86 -
179362at2759_796925_1:000b3b|NODE_859_length_15811_cov_67.394560:11233-14611  -            465 179362at2759         -            938   4.3e-83  274.6  26.5   1   2   6.5e-80   6.6e-80  264.1   9.7     1   258     7   282     7   309 0.85 -
179362at2759_796925_1:000b3b|NODE_859_length_15811_cov_67.394560:11233-14611  -            465 179362at2759         -            938   4.3e-83  274.6  26.5   2   2   0.00044   0.00044   13.2  14.8   412   617   266   463   261   465 0.73 -
179362at2759_123851_0:001f3f|NODE_859_length_15811_cov_67.394560:11233-13391  -            446 179362at2759         -            938   4.6e-83  274.6  36.6   1   1   4.5e-82   4.6e-82  271.3  36.6     1   394     7   442     7   446 0.71 -
179362at2759_1296121_1:00157f|NODE_859_length_15811_cov_67.394560:11236-15228 -            954 179362at2759         -            938   4.7e-83  274.5 110.2   1   3   1.5e-79   1.5e-79  262.9   5.5     1   221     6   251     6   281 0.81 -
179362at2759_1296121_1:00157f|NODE_859_length_15811_cov_67.394560:11236-15228 -            954 179362at2759         -            938   4.7e-83  274.5 110.2   2   3    0.0053    0.0054    9.6  55.5   360   697   306   649   300   669 0.73 -
179362at2759_1296121_1:00157f|NODE_859_length_15811_cov_67.394560:11236-15228 -            954 179362at2759         -            938   4.7e-83  274.5 110.2   3   3    0.0012    0.0012   11.7  34.6   459   734   675   946   656   954 0.68 -
179362at2759_198806_0:001cb5|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   4.7e-83  274.5 107.6   1   4   2.6e-80   2.6e-80  265.4  26.0     1   336     7   369     7   372 0.86 -
179362at2759_198806_0:001cb5|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   4.7e-83  274.5 107.6   2   4    0.0057    0.0057    9.5  36.9   503   753   243   498   237   505 0.77 -
179362at2759_198806_0:001cb5|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   4.7e-83  274.5 107.6   3   4   0.00048   0.00048   13.0  28.7   318   621   530   829   508   841 0.65 -
179362at2759_198806_0:001cb5|NODE_859_length_15811_cov_67.394560:11233-15303  -           1022 179362at2759         -            938   4.7e-83  274.5 107.6   4   4       0.9      0.92    2.2  16.9   540   685   888  1015   879  1021 0.36 -
179362at2759_9483_0:0009bf|NODE_859_length_15811_cov_67.394560:11233-12635    -            352 179362at2759         -            938   4.8e-83  274.5  16.1   1   1   5.8e-83   5.9e-83  274.2  16.1     1   310     7   344     7   352 0.84 -
179362at2759_7493_0:0016f6|NODE_859_length_15811_cov_67.394560:11233-15291    -           1020 179362at2759         -            938   5.1e-83  274.4 111.5   1   4   3.2e-78   3.3e-78  258.5  46.9     1   417     7   462     7   473 0.68 -
179362at2759_7493_0:0016f6|NODE_859_length_15811_cov_67.394560:11233-15291    -           1020 179362at2759         -            938   5.1e-83  274.4 111.5   2   4      0.05     0.051    6.3  50.3   146   471   259   577   256   581 0.76 -
179362at2759_7493_0:0016f6|NODE_859_length_15811_cov_67.394560:11233-15291    -           1020 179362at2759         -            938   5.1e-83  274.4 111.5   3   4   0.00013   0.00013   14.9  65.5   202   765   377   932   372   936 0.74 -
179362at2759_7493_0:0016f6|NODE_859_length_15811_cov_67.394560:11233-15291    -           1020 179362at2759         -            938   5.1e-83  274.4 111.5   4   4       1.3       1.3    1.7  16.8   539   681   889  1013   879  1020 0.37 -
179362at2759_1036808_1:0013c1|NODE_859_length_15811_cov_67.394560:11233-15309 -            515 179362at2759         -            938   5.3e-83  274.4  46.9   1   2   7.2e-81   7.3e-81  267.3  12.2     1   274     7   304     7   313 0.82 -
179362at2759_1036808_1:0013c1|NODE_859_length_15811_cov_67.394560:11233-15309 -            515 179362at2759         -            938   5.3e-83  274.4  46.9   2   2    0.0022    0.0023   10.8  30.7   489   688   304   509   297   512 0.76 -
179362at2759_7282_0:001d2d|NODE_859_length_15811_cov_67.394560:11233-15279    -            968 179362at2759         -            938   5.8e-83  274.2 116.7   1   5   6.5e-80   6.6e-80  264.1   3.5     1   223     7   247     7   257 0.83 -
179362at2759_7282_0:001d2d|NODE_859_length_15811_cov_67.394560:11233-15279    -            968 179362at2759         -            938   5.8e-83  274.2 116.7   2   5     0.018     0.018    7.9  34.7   514   744   263   486   254   488 0.86 -
179362at2759_7282_0:001d2d|NODE_859_length_15811_cov_67.394560:11233-15279    -            968 179362at2759         -            938   5.8e-83  274.2 116.7   3   5     0.078     0.079    5.7  25.1   484   626   442   588   441   610 0.91 -
179362at2759_7282_0:001d2d|NODE_859_length_15811_cov_67.394560:11233-15279    -            968 179362at2759         -            938   5.8e-83  274.2 116.7   4   5   2.3e-05   2.3e-05   17.4  16.9   458   653   613   805   590   810 0.84 -
179362at2759_7282_0:001d2d|NODE_859_length_15811_cov_67.394560:11233-15279    -            968 179362at2759         -            938   5.8e-83  274.2 116.7   5   5     0.025     0.025    7.3  33.9   489   703   729   952   722   967 0.62 -
179362at2759_1314785_1:000563|NODE_859_length_15811_cov_67.394560:11233-15177 -            308 179362at2759         -            938   6.9e-83  274.0   7.5   1   1   7.7e-83   7.8e-83  273.8   7.5     1   271     7   303     7   308 0.79 -
179362at2759_759273_1:0015fa|NODE_859_length_15811_cov_67.394560:11233-15150  -            530 179362at2759         -            938   8.8e-83  273.6  40.1   1   2   1.3e-79   1.4e-79  263.1   3.9     1   203     7   231     7   264 0.85 -
179362at2759_759273_1:0015fa|NODE_859_length_15811_cov_67.394560:11233-15150  -            530 179362at2759         -            938   8.8e-83  273.6  40.1   2   2    0.0004    0.0004   13.3  30.1   458   720   267   525   237   530 0.63 -
179362at2759_7160_0:001898|NODE_859_length_15811_cov_67.394560:11233-15258    -            997 179362at2759         -            938   8.9e-83  273.6 100.0   1   3   6.1e-82   6.2e-82  270.8  19.2     1   351     7   382     7   389 0.84 -
179362at2759_7160_0:001898|NODE_859_length_15811_cov_67.394560:11233-15258    -            997 179362at2759         -            938   8.9e-83  273.6 100.0   2   3    0.0005    0.0005   13.0  50.0   246   646   440   824   416   827 0.68 -
179362at2759_7160_0:001898|NODE_859_length_15811_cov_67.394560:11233-15258    -            997 179362at2759         -            938   8.9e-83  273.6 100.0   3   3       1.7       1.7    1.3  14.9   538   652   876   993   868   997 0.36 -
179362at2759_112090_1:002f3d|NODE_859_length_15811_cov_67.394560:11233-15234  -            342 179362at2759         -            938   1.1e-82  273.4  11.7   1   1   1.6e-82   1.7e-82  272.7  11.7     1   312     7   331     7   342 0.72 -
179362at2759_157072_1:0012ce|NODE_859_length_15811_cov_67.394560:11233-15234  -            342 179362at2759         -            938   1.1e-82  273.4  11.7   1   1   1.6e-82   1.7e-82  272.7  11.7     1   312     7   331     7   342 0.72 -
179362at2759_222816_0:000b18|NODE_859_length_15811_cov_67.394560:11233-15303  -           1049 179362at2759         -            938   1.1e-82  273.2 113.3   1   5   1.5e-79   1.5e-79  263.0   5.2     1   221     7   252     7   282 0.81 -
179362at2759_222816_0:000b18|NODE_859_length_15811_cov_67.394560:11233-15303  -           1049 179362at2759         -            938   1.1e-82  273.2 113.3   2   5      0.15      0.15    4.8  34.7   545   753   313   518   261   539 0.75 -
179362at2759_222816_0:000b18|NODE_859_length_15811_cov_67.394560:11233-15303  -           1049 179362at2759         -            938   1.1e-82  273.2 113.3   3   5      0.21      0.21    4.3  11.5   374   472   539   637   508   643 0.72 -
179362at2759_222816_0:000b18|NODE_859_length_15811_cov_67.394560:11233-15303  -           1049 179362at2759         -            938   1.1e-82  273.2 113.3   4   5   4.9e-05   4.9e-05   16.3  36.4   326   653   563   887   548   896 0.74 -
179362at2759_222816_0:000b18|NODE_859_length_15811_cov_67.394560:11233-15303  -           1049 179362at2759         -            938   1.1e-82  273.2 113.3   5   5      0.46      0.47    3.1  16.0   539   685   914  1042   905  1048 0.36 -
179362at2759_1314783_1:0005c3|NODE_859_length_15811_cov_67.394560:11233-14593 -            340 179362at2759         -            938   1.3e-82  273.1  11.9   1   1   1.6e-82   1.6e-82  272.7  11.9     1   299     7   331     7   339 0.77 -
179362at2759_1305733_1:00081a|NODE_859_length_15811_cov_67.394560:11233-15294 -            654 179362at2759         -            938   1.4e-82  272.9  66.7   1   1   9.1e-82   9.2e-82  270.3  66.7     1   620     7   652     7   654 0.77 -
179362at2759_27342_1:000fb8|NODE_859_length_15811_cov_67.394560:11233-15294   -            969 179362at2759         -            938   1.8e-82  272.6 101.6   1   3   2.4e-79   2.4e-79  262.2   6.1     1   221     7   252     7   282 0.81 -
179362at2759_27342_1:000fb8|NODE_859_length_15811_cov_67.394560:11233-15294   -            969 179362at2759         -            938   1.8e-82  272.6 101.6   2   3   5.9e-05     6e-05   16.0  64.4   166   648   313   799   309   823 0.74 -
179362at2759_27342_1:000fb8|NODE_859_length_15811_cov_67.394560:11233-15294   -            969 179362at2759         -            938   1.8e-82  272.6 101.6   3   3       1.1       1.1    2.0  16.8   539   682   837   962   828   969 0.36 -
179362at2759_610380_0:000717|NODE_859_length_15811_cov_67.394560:11233-15249  -            994 179362at2759         -            938   2.4e-82  272.2  98.8   1   4   2.1e-81   2.1e-81  269.1  27.9     1   405     7   439     7   449 0.81 -
179362at2759_610380_0:000717|NODE_859_length_15811_cov_67.394560:11233-15249  -            994 179362at2759         -            938   2.4e-82  272.2  98.8   2   4       6.9         7   -0.7  25.0   492   711   407   633   400   646 0.53 -
179362at2759_610380_0:000717|NODE_859_length_15811_cov_67.394560:11233-15249  -            994 179362at2759         -            938   2.4e-82  272.2  98.8   3   4    0.0035    0.0035   10.2  41.7   273   653   465   850   455   858 0.65 -
179362at2759_610380_0:000717|NODE_859_length_15811_cov_67.394560:11233-15249  -            994 179362at2759         -            938   2.4e-82  272.2  98.8   4   4       4.1       4.2   -0.0  15.1   538   647   876   988   867   994 0.32 -
179362at2759_1299270_1:00087a|NODE_859_length_15811_cov_67.394560:11248-15279 -            444 179362at2759         -            938   2.6e-82  272.0  24.2   1   1   5.4e-82   5.4e-82  271.0  24.2     1   414     2   436     2   443 0.79 -
179362at2759_237895_1:000b6e|NODE_859_length_15811_cov_67.394560:11236-15228  -            483 179362at2759         -            938   2.9e-82  271.9  33.8   1   2     1e-80   1.1e-80  266.7  19.4     1   320     6   352     6   356 0.83 -
179362at2759_237895_1:000b6e|NODE_859_length_15811_cov_67.394560:11236-15228  -            483 179362at2759         -            938   2.9e-82  271.9  33.8   2   2     0.019     0.019    7.8  22.5   489   698   269   479   263   483 0.79 -
179362at2759_7668_0:004e1f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1030 179362at2759         -            938   2.9e-82  271.9 107.9   1   4   7.1e-81   7.2e-81  267.3  24.5     1   336     7   369     7   376 0.86 -
179362at2759_7668_0:004e1f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1030 179362at2759         -            938   2.9e-82  271.9 107.9   2   4      0.15      0.16    4.7  56.7   253   666   245   669   243   676 0.73 -
179362at2759_7668_0:004e1f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1030 179362at2759         -            938   2.9e-82  271.9 107.9   3   4   0.00043   0.00044   13.2  49.6   238   623   450   836   438   850 0.55 -
179362at2759_7668_0:004e1f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1030 179362at2759         -            938   2.9e-82  271.9 107.9   4   4      0.91      0.93    2.2  16.9   540   685   896  1023   887  1029 0.36 -
179362at2759_117008_1:000d4d|NODE_859_length_15811_cov_67.394560:11233-14620  -            348 179362at2759         -            938     3e-82  271.8  15.2   1   1   5.3e-82   5.4e-82  271.0  15.2     1   300     7   331     7   347 0.78 -
179362at2759_7213_0:002901|NODE_859_length_15811_cov_67.394560:11233-15279    -            979 179362at2759         -            938   3.2e-82  271.7 103.0   1   3   1.6e-80   1.6e-80  266.1  19.0     1   336     7   366     7   374 0.83 -
179362at2759_7213_0:002901|NODE_859_length_15811_cov_67.394560:11233-15279    -            979 179362at2759         -            938   3.2e-82  271.7 103.0   2   3    0.0038    0.0038   10.1  51.7   248   621   427   794   410   805 0.65 -
179362at2759_7213_0:002901|NODE_859_length_15811_cov_67.394560:11233-15279    -            979 179362at2759         -            938   3.2e-82  271.7 103.0   3   3      0.15      0.15    4.8  25.9   489   705   750   965   743   978 0.75 -
179362at2759_1173701_1:00104c|NODE_859_length_15811_cov_67.394560:11233-15150 -            556 179362at2759         -            938   4.6e-82  271.2  37.8   1   2   1.3e-79   1.3e-79  263.1   3.8     1   203     7   231     7   268 0.85 -
179362at2759_1173701_1:00104c|NODE_859_length_15811_cov_67.394560:11233-15150 -            556 179362at2759         -            938   4.6e-82  271.2  37.8   2   2   0.00053   0.00053   12.9  27.2   458   733   267   554   246   556 0.65 -
179362at2759_1573173_1:001f82|NODE_859_length_15811_cov_67.394560:11233-15150 -            556 179362at2759         -            938   4.6e-82  271.2  37.8   1   2   1.3e-79   1.3e-79  263.1   3.8     1   203     7   231     7   268 0.85 -
179362at2759_1573173_1:001f82|NODE_859_length_15811_cov_67.394560:11233-15150 -            556 179362at2759         -            938   4.6e-82  271.2  37.8   2   2   0.00053   0.00053   12.9  27.2   458   733   267   554   246   556 0.65 -
179362at2759_1296100_1:0015f1|NODE_859_length_15811_cov_67.394560:11233-15156 -           1019 179362at2759         -            938   4.9e-82  271.2 100.0   1   3   1.4e-79   1.5e-79  263.0   5.3     1   222     7   253     7   283 0.81 -
179362at2759_1296100_1:0015f1|NODE_859_length_15811_cov_67.394560:11233-15156 -           1019 179362at2759         -            938   4.9e-82  271.2 100.0   2   3       2.7       2.7    0.6  37.7   208   456   302   557   295   562 0.59 -
179362at2759_1296100_1:0015f1|NODE_859_length_15811_cov_67.394560:11233-15156 -           1019 179362at2759         -            938   4.9e-82  271.2 100.0   3   3   0.00012   0.00012   15.0  46.3   318   770   541   981   526  1000 0.73 -
179362at2759_857276_1:0001b7|NODE_859_length_15811_cov_67.394560:11233-15282  -            386 179362at2759         -            938   7.2e-82  270.6  26.6   1   1   2.4e-81   2.4e-81  268.9  26.6     1   351     7   381     7   385 0.74 -
179362at2759_74557_1:001246|NODE_859_length_15811_cov_67.394560:11233-14698   -            375 179362at2759         -            938   8.6e-82  270.3   9.5   1   2   8.5e-82   8.6e-82  270.3   9.5     1   272     7   302     7   306 0.83 -
179362at2759_74557_1:001246|NODE_859_length_15811_cov_67.394560:11233-14698   -            375 179362at2759         -            938   8.6e-82  270.3   9.5   2   2      0.13      0.13    5.0   4.2   489   557   304   373   297   375 0.85 -
179362at2759_1202772_1:00124b|NODE_859_length_15811_cov_67.394560:11233-15297 -            363 179362at2759         -            938   8.6e-82  270.3  20.2   1   1   3.3e-81   3.3e-81  268.4  20.2     1   325     7   351     7   363 0.78 -
179362at2759_576137_1:00170a|NODE_859_length_15811_cov_67.394560:11236-15246  -            373 179362at2759         -            938     1e-81  270.1  24.2   1   1   2.9e-81   2.9e-81  268.6  24.2     1   341     6   368     6   373 0.74 -
179362at2759_988480_1:000574|NODE_859_length_15811_cov_67.394560:11233-14587  -            590 179362at2759         -            938   1.7e-81  269.4  59.8   1   2   3.5e-80   3.6e-80  265.0  23.5     1   349     7   380     7   384 0.82 -
179362at2759_988480_1:000574|NODE_859_length_15811_cov_67.394560:11233-14587  -            590 179362at2759         -            938   1.7e-81  269.4  59.8   2   2      0.16      0.16    4.7  46.9   335   616   296   574   289   589 0.68 -
179362at2759_933852_1:000e25|NODE_859_length_15811_cov_67.394560:11233-15291  -            973 179362at2759         -            938     2e-81  269.1 101.8   1   3   1.6e-80   1.6e-80  266.2  19.0     1   336     7   366     7   374 0.83 -
179362at2759_933852_1:000e25|NODE_859_length_15811_cov_67.394560:11233-15291  -            973 179362at2759         -            938     2e-81  269.1 101.8   2   3    0.0087    0.0088    8.9  50.1   247   621   426   784   410   795 0.63 -
179362at2759_933852_1:000e25|NODE_859_length_15811_cov_67.394560:11233-15291  -            973 179362at2759         -            938     2e-81  269.1 101.8   3   3      0.17      0.17    4.6  26.2   489   707   740   957   735   972 0.75 -
179362at2759_741275_1:000a38|NODE_859_length_15811_cov_67.394560:11233-15273  -            502 179362at2759         -            938   2.1e-81  269.1  43.0   1   1   8.2e-81   8.3e-81  267.1  42.9     1   467     7   486     7   496 0.69 -
179362at2759_74869_0:0027d3|NODE_859_length_15811_cov_67.394560:11233-12273   -            254 179362at2759         -            938   2.2e-81  269.0   3.5   1   1   2.4e-81   2.4e-81  268.8   3.5     1   223     7   247     7   254 0.83 -
179362at2759_7536_0:002aae|NODE_859_length_15811_cov_67.394560:11233-12273    -            254 179362at2759         -            938   2.2e-81  269.0   3.5   1   1   2.4e-81   2.4e-81  268.8   3.5     1   223     7   247     7   254 0.83 -
179362at2759_441375_1:000106|NODE_859_length_15811_cov_67.394560:11233-12264  -            251 179362at2759         -            938   3.7e-81  268.3   3.7   1   1     4e-81   4.1e-81  268.1   3.7     1   221     7   245     7   251 0.84 -
179362at2759_5005_1:000e28|NODE_859_length_15811_cov_67.394560:11233-15195    -            386 179362at2759         -            938   4.4e-81  268.0   3.7   1   2   4.3e-81   4.4e-81  268.0   3.7     1   223     7   254     7   269 0.83 -
179362at2759_5005_1:000e28|NODE_859_length_15811_cov_67.394560:11233-15195    -            386 179362at2759         -            938   4.4e-81  268.0   3.7   2   2      0.53      0.54    2.9   9.4   538   625   286   375   278   386 0.38 -
179362at2759_6210_0:002bf1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1054 179362at2759         -            938   4.9e-81  267.9 115.9   1   4   2.6e-75   2.6e-75  248.9  24.5     1   336     7   380     7   387 0.86 -
179362at2759_6210_0:002bf1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1054 179362at2759         -            938   4.9e-81  267.9 115.9   2   4     0.008    0.0082    9.0  46.5   166   472   303   621   301   626 0.67 -
179362at2759_6210_0:002bf1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1054 179362at2759         -            938   4.9e-81  267.9 115.9   3   4   1.5e-06   1.5e-06   21.3  23.6   363   653   598   883   591   893 0.83 -
179362at2759_6210_0:002bf1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1054 179362at2759         -            938   4.9e-81  267.9 115.9   4   4     0.034     0.035    6.9  34.8   489   717   807  1035   800  1053 0.61 -
179362at2759_1296118_1:0006f9|NODE_859_length_15811_cov_67.394560:11233-15258 -            788 179362at2759         -            938   5.6e-81  267.7  86.8   1   2   4.4e-80   4.5e-80  264.7   3.5     1   223     7   247     7   257 0.83 -
179362at2759_1296118_1:0006f9|NODE_859_length_15811_cov_67.394560:11233-15258 -            788 179362at2759         -            938   5.6e-81  267.7  86.8   2   2     0.015     0.015    8.1  75.6   195   701   263   777   260   787 0.75 -
179362at2759_664439_1:00410d|NODE_859_length_15811_cov_67.394560:11233-12258  -            249 179362at2759         -            938   6.1e-81  267.5   3.8   1   1   6.6e-81   6.7e-81  267.4   3.8     1   213     7   241     7   249 0.84 -
179362at2759_1165861_1:003d5c|NODE_859_length_15811_cov_67.394560:11248-15276 -            525 179362at2759         -            938     7e-81  267.3  41.3   1   2   1.4e-80   1.4e-80  266.3  12.0     1   284     2   313     2   327 0.76 -
179362at2759_1165861_1:003d5c|NODE_859_length_15811_cov_67.394560:11248-15276 -            525 179362at2759         -            938     7e-81  267.3  41.3   2   2     0.089     0.091    5.5  21.8   489   680   329   522   324   525 0.81 -
179362at2759_1314790_1:00382f|NODE_859_length_15811_cov_67.394560:11233-12255 -            248 179362at2759         -            938   7.2e-81  267.3   3.9   1   1   7.8e-81   7.9e-81  267.2   3.9     1   212     7   240     7   248 0.85 -
179362at2759_27349_1:002722|NODE_859_length_15811_cov_67.394560:11251-15276   -           1040 179362at2759         -            938   7.5e-81  267.2 114.2   1   4   4.9e-76     5e-76  251.3  21.4     1   351     1   387     1   394 0.85 -
179362at2759_27349_1:002722|NODE_859_length_15811_cov_67.394560:11251-15276   -           1040 179362at2759         -            938   7.5e-81  267.2 114.2   2   4    0.0017    0.0017   11.2  59.8   324   697   290   670   287   692 0.75 -
179362at2759_27349_1:002722|NODE_859_length_15811_cov_67.394560:11251-15276   -           1040 179362at2759         -            938   7.5e-81  267.2 114.2   3   4   7.6e-07   7.7e-07   22.3  63.2   170   653   418   887   409   895 0.65 -
179362at2759_27349_1:002722|NODE_859_length_15811_cov_67.394560:11251-15276   -           1040 179362at2759         -            938   7.5e-81  267.2 114.2   4   4      0.77      0.78    2.4  14.9   538   655   913  1033   904  1040 0.36 -
179362at2759_134013_1:000aee|NODE_859_length_15811_cov_67.394560:11233-12213  -            234 179362at2759         -            938     1e-80  266.8   2.4   1   1   1.2e-80   1.2e-80  266.6   2.4     1   200     7   228     7   233 0.88 -
179362at2759_7159_0:0038c5|NODE_859_length_15811_cov_67.394560:11233-12213    -            234 179362at2759         -            938     1e-80  266.8   2.4   1   1   1.2e-80   1.2e-80  266.6   2.4     1   200     7   228     7   233 0.88 -
179362at2759_1144522_1:005e62|NODE_859_length_15811_cov_67.394560:11233-15276 -            512 179362at2759         -            938   1.1e-80  266.7  48.7   1   2     9e-79   9.1e-79  260.3  13.6     1   280     7   310     7   326 0.78 -
179362at2759_1144522_1:005e62|NODE_859_length_15811_cov_67.394560:11233-15276 -            512 179362at2759         -            938   1.1e-80  266.7  48.7   2   2    0.0013    0.0013   11.6  28.2   489   680   323   509   316   512 0.78 -
179362at2759_741276_1:001494|NODE_859_length_15811_cov_67.394560:11233-15246  -            671 179362at2759         -            938   1.9e-80  265.9  42.5   1   2   1.9e-80   1.9e-80  265.9  42.5     1   444     7   475     7   491 0.83 -
179362at2759_741276_1:001494|NODE_859_length_15811_cov_67.394560:11233-15246  -            671 179362at2759         -            938   1.9e-80  265.9  42.5   2   2       1.6       1.7    1.3  14.2   539   645   555   664   545   671 0.30 -
179362at2759_994086_1:00250f|NODE_859_length_15811_cov_67.394560:11296-15303  -            503 179362at2759         -            938     2e-80  265.8  37.0   1   2     2e-80     2e-80  265.8  37.0    16   458     2   449     1   451 0.75 -
179362at2759_994086_1:00250f|NODE_859_length_15811_cov_67.394560:11296-15303  -            503 179362at2759         -            938     2e-80  265.8  37.0   2   2     0.003    0.0031   10.4  15.8   546   688   356   499   354   502 0.80 -
179362at2759_28612_0:0058a1|NODE_859_length_15811_cov_67.394560:11233-13388   -            322 179362at2759         -            938   2.9e-78  258.6  21.3   1   2   3.3e-39   3.4e-39  129.4   0.3     1    95     7   106     7   110 0.91 -
179362at2759_28612_0:0058a1|NODE_859_length_15811_cov_67.394560:11233-13388   -            322 179362at2759         -            938   2.9e-78  258.6  21.3   2   2   2.4e-40   2.5e-40  133.1  15.2    91   267   135   319   124   322 0.84 -
179362at2759_12968_1:0007d1|NODE_859_length_15811_cov_67.394560:11233-12123   -            201 179362at2759         -            938     7e-78  257.4   0.5   1   1   7.6e-78   7.7e-78  257.3   0.5     1   178     7   200     7   201 0.92 -
179362at2759_994086_1:002545|NODE_859_length_15811_cov_67.394560:11266-12246  -            234 179362at2759         -            938   3.1e-77  255.3   3.6   1   1   3.3e-77   3.4e-77  255.1   3.6     6   208     1   225     1   234 0.86 -
179362at2759_6973_0:000fa7|NODE_859_length_15811_cov_67.394560:11233-13209    -            211 179362at2759         -            938   4.8e-76  251.3   0.3   1   1   5.8e-76   5.8e-76  251.0   0.3     1   176     7   201     7   206 0.91 -
179362at2759_431895_0:00228d|NODE_859_length_15811_cov_67.394560:11233-12081  -            190 179362at2759         -            938   1.1e-72  240.2   0.4   1   1   1.2e-72   1.2e-72  240.0   0.4     1   165     7   190     7   190 0.91 -
179362at2759_7739_0:003971|NODE_859_length_15811_cov_67.394560:11233-12078    -            189 179362at2759         -            938   6.7e-72  237.6   0.5   1   1   7.4e-72   7.5e-72  237.5   0.5     1   164     7   189     7   189 0.91 -
179362at2759_1230840_0:002143|NODE_859_length_15811_cov_67.394560:11233-15249 -            886 179362at2759         -            938     2e-71  236.0 116.2   1   3   3.4e-64   3.4e-64  212.1  34.4     1   336     7   334     7   342 0.86 -
179362at2759_1230840_0:002143|NODE_859_length_15811_cov_67.394560:11233-15249 -            886 179362at2759         -            938     2e-71  236.0 116.2   2   3      0.04     0.041    6.7  45.5   172   472   263   554   256   560 0.56 -
179362at2759_1230840_0:002143|NODE_859_length_15811_cov_67.394560:11233-15249 -            886 179362at2759         -            938     2e-71  236.0 116.2   3   3   2.2e-06   2.2e-06   20.8  74.8   208   728   363   875   360   886 0.76 -
179362at2759_994086_1:001fea|NODE_859_length_15811_cov_67.394560:11233-12075  -            188 179362at2759         -            938     3e-71  235.4   0.4   1   1   3.4e-71   3.4e-71  235.3   0.4     1   163     7   188     7   188 0.91 -
179362at2759_9371_0:000366|NODE_859_length_15811_cov_67.394560:11233-15237    -            878 179362at2759         -            938   9.4e-71  233.8 115.6   1   3   5.3e-30   5.4e-30   98.9   0.3     1    63     7    72     7    78 0.92 -
179362at2759_9371_0:000366|NODE_859_length_15811_cov_67.394560:11233-15237    -            878 179362at2759         -            938   9.4e-71  233.8 115.6   2   3   8.1e-37   8.2e-37  121.5  29.2   104   336    77   320    73   328 0.85 -
179362at2759_9371_0:000366|NODE_859_length_15811_cov_67.394560:11233-15237    -            878 179362at2759         -            938   9.4e-71  233.8 115.6   3   3   1.2e-06   1.2e-06   21.6  73.2   208   727   359   870   347   878 0.77 -
179362at2759_4829_1:001a8f|NODE_859_length_15811_cov_67.394560:11393-14602    -            468 179362at2759         -            938     6e-64  211.3  42.9   1   2   2.6e-62   2.6e-62  205.9  25.7    35   338     1   320     1   329 0.88 -
179362at2759_4829_1:001a8f|NODE_859_length_15811_cov_67.394560:11393-14602    -            468 179362at2759         -            938     6e-64  211.3  42.9   2   2   0.00045   0.00046   13.1  22.8   404   615   259   467   257   468 0.80 -
179362at2759_75366_0:00133f|NODE_859_length_15811_cov_67.394560:11393-15303   -            889 179362at2759         -            938   1.1e-63  210.4 103.1   1   3     8e-58   8.1e-58  191.0  45.8    35   444     1   422     1   424 0.84 -
179362at2759_75366_0:00133f|NODE_859_length_15811_cov_67.394560:11393-15303   -            889 179362at2759         -            938   1.1e-63  210.4 103.1   2   3   5.5e-07   5.5e-07   22.8  63.4   166   691   244   764   240   765 0.80 -
179362at2759_75366_0:00133f|NODE_859_length_15811_cov_67.394560:11393-15303   -            889 179362at2759         -            938   1.1e-63  210.4 103.1   3   3    0.0016    0.0016   11.3  28.8   489   708   647   870   640   887 0.73 -
179362at2759_30608_0:003c69|NODE_859_length_15811_cov_67.394560:11393-15249   -            866 179362at2759         -            938   3.3e-63  208.9  96.2   1   2   2.2e-59   2.2e-59  196.2  43.9    35   445     1   438     1   446 0.84 -
